order_item_id,order_id,product_id,quantity,unit_price,item_total,customer_id,order_date,status,customer_name,city,state,signup_date,product_name,category,price,order_month,is_valid_sale
8974,9534,264,2,137.35,274.7,231,2024-07-07 11:44:43,delivered,Ana Julia Rocha,da Mata,PB,2024-12-08,Livro 104,Brinquedos,146.47,2024-07,True
8975,9066,3,1,1800.19,1800.19,684,2025-01-10 18:19:01,delivered,Sara Costela,Farias de da Costa,AC,2023-10-07,Mouse 318,Eletrônicos,1676.67,2025-01,True
8976,8863,38,4,1466.78,5867.12,1395,2024-10-19 11:49:41,delivered,Clarice Oliveira,Pires,RR,2023-06-19,Suplemento 218,Brinquedos,1595.0,2024-10,True
8977,3110,90,5,3199.39,15996.95,1715,2024-07-23 13:41:12,delivered,Cauê Macedo,Castro de Carvalho,MS,2024-04-16,Liquidificador 939,Esporte,3467.51,2024-07,True
8978,280,279,2,3061.81,6123.62,2262,2025-08-31 18:52:30,delivered,Laura Machado,Cavalcanti,MG,2024-05-15,Notebook 769,Moda,2928.88,2025-08,True
8979,5798,19,4,3082.61,12330.44,370,2024-09-11 05:48:37,shipped,Anthony da Rosa,Farias,MA,2021-05-10,Liquidificador 968,Eletrônicos,2967.04,2024-09,True
8980,2694,175,2,2318.83,4637.66,844,2025-07-14 20:10:49,delivered,Manuela Fonseca,Monteiro,PA,2021-05-04,Webcam 187,Moda,2343.47,2025-07,True
8981,2017,275,4,2536.63,10146.52,837,2024-04-07 12:37:36,paid,Rodrigo Freitas,Monteiro Verde,GO,2024-06-04,Mochila 316,Casa,2573.26,2024-04,True
8982,7039,25,1,434.7,434.7,585,2025-01-12 23:00:02,shipped,Maria Julia Fogaça,Cavalcanti,ES,2021-03-25,Smartphone 424,Livros,474.96,2025-01,True
8983,3997,298,4,2187.46,8749.84,1656,2024-02-02 07:18:03,shipped,Pedro Miguel Sampaio,da Rocha de Casa Grande,DF,2024-01-26,Liquidificador 920,Livros,2373.53,2024-02,True
8984,6769,139,5,694.7,3473.5,2869,2024-01-16 08:48:58,shipped,Leonardo Leão,Ribeiro,MT,2025-10-23,Liquidificador 230,Esporte,634.31,2024-01,True
8985,526,171,3,3377.39,10132.17,1325,2025-04-17 13:38:50,paid,Levi Sousa,Teixeira de Cassiano,PI,2022-10-31,Shampoo 479,Casa,3100.94,2025-04,True
8986,5086,39,1,2341.93,2341.93,993,2024-04-30 06:49:01,delivered,Thales da Costa,Pastor,RO,2025-07-16,Ração 416,Sem categoria,2336.29,2024-04,True
8987,7993,152,2,2734.05,5468.1,2214,2024-01-10 16:02:22,paid,Nicole Santos,Teixeira,AM,2025-01-25,Livro 766,Pet,2657.48,2024-01,True
8988,1982,182,5,3120.55,15602.75,271,2025-05-26 01:17:42,delivered,Mariah Castro,Pereira,BA,2025-01-21,Caderno 793,Pet,3439.9,2025-05,True
8989,7537,271,3,1768.62,5305.86,1489,2025-08-08 06:57:15,shipped,Luigi da Rocha,Albuquerque do Galho,RJ,2022-05-09,Bicicleta 710,Mercado,1841.55,2025-08,True
8990,2991,33,2,959.95,1919.9,513,2024-11-29 18:32:10,delivered,Emanuel da Mota,Rezende,MS,2022-02-19,Boneca 256,Pet,981.98,2024-11,True
8991,6659,270,2,3196.05,6392.1,2377,2025-12-17 11:41:19,shipped,Antonella Souza,Silva,MG,2025-07-05,Luminária 405,Eletrônicos,3320.39,2025-12,True
8992,81,118,2,3433.29,6866.58,729,2025-01-26 09:15:16,delivered,Maria Vitória Viana,Novaes do Norte,AC,2022-08-22,Suplemento 882,Eletrônicos,3487.43,2025-01,True
8993,1520,115,4,2599.08,10396.32,782,2024-03-07 20:54:00,shipped,Maria Clara Pastor,Moreira,GO,2022-01-04,Livro 466,Mercado,2687.44,2024-03,True
8994,1731,294,1,2817.76,2817.76,2463,2024-10-05 00:57:54,shipped,Maria Fernanda Azevedo,Correia,RS,2025-08-12,Livro 192,Casa,2731.65,2024-10,True
8995,8759,286,5,2026.49,10132.45,1288,2024-05-30 20:53:40,shipped,Levi Farias,Souza de Goiás,PA,2023-12-29,Mouse 836,Mercado,2167.68,2024-05,True
8996,5285,36,1,2326.36,2326.36,544,2025-12-24 10:18:18,shipped,Eloah Freitas,da Cunha,SP,2022-12-20,Carrinho 417,Moda,2449.89,2025-12,True
8997,1408,11,5,1841.6,9208.0,598,2024-01-23 08:22:11,shipped,Sr. Cauã Monteiro,Farias,SC,2022-10-20,Monitor 643,Moda,1978.07,2024-01,True
8998,8536,10,1,3372.27,3372.27,1373,2025-12-07 18:45:53,delivered,Maitê Pereira,Cardoso de da Rocha,SC,2024-08-30,Luminária 756,Casa,3475.4,2025-12,True
8999,9420,136,4,2459.57,9838.28,2965,2025-08-28 15:19:01,delivered,Vicente Oliveira,Jesus da Mata,CE,2022-10-21,Livro 278,Livros,2479.53,2025-08,True
9000,6177,27,2,1725.45,3450.9,1369,2025-08-08 19:59:54,delivered,Luara Novaes,da Mata,RS,2023-10-17,Fone 881,Casa,1656.49,2025-08,True
9001,3555,125,1,1196.22,1196.22,2651,2025-02-18 21:39:56,delivered,Olivia Nogueira,Freitas,RO,2024-01-27,Sabonete 655,Informática,1092.05,2025-02,True
9002,7379,131,4,398.24,1592.96,498,2024-10-30 11:13:59,delivered,Rael da Luz,Borges dos Dourados,AM,2024-05-26,Carrinho 892,Casa,401.56,2024-10,True
9003,4357,264,2,147.25,294.5,312,2024-08-05 11:10:51,shipped,Kaique Castro,Vieira,MS,2025-04-21,Livro 104,Brinquedos,146.47,2024-08,True
9004,6316,134,3,3614.74,10844.22,2533,2025-12-13 07:19:52,canceled,Emanuel Cassiano,Leão,AM,2021-10-24,Liquidificador 239,Livros,3415.87,2025-12,False
9005,5312,167,3,2241.78,6725.34,2197,2025-10-04 14:24:52,paid,Ester Melo,Martins,RJ,2023-03-24,Smartphone 274,Beleza,2239.09,2025-10,True
9006,7813,207,2,3415.48,6830.96,190,2024-03-29 21:16:20,delivered,Ravi Lucca Barbosa,Sá,ES,2022-12-13,Tênis 316,Informática,3198.31,2024-03,True
9007,162,128,1,676.89,676.89,2186,2024-06-19 18:35:39,paid,Srta. Ester Dias,Vargas,CE,2021-01-22,Smartphone 728,Livros,717.1,2024-06,True
9008,4464,115,4,2810.27,11241.08,476,2024-03-19 20:48:01,paid,Sra. Luiza Azevedo,Aparecida do Campo,AC,2022-06-12,Livro 466,Mercado,2687.44,2024-03,True
9009,6636,51,2,164.47,328.94,1420,2025-06-18 15:57:39,delivered,Diego Viana,Aragão da Mata,MA,2025-07-07,Jaqueta 102,Mercado,168.47,2025-06,True
9010,2894,121,3,1990.25,5970.75,1,2024-04-28 20:32:18,delivered,Brenda Alves,da Cruz de Goiás,BA,2021-12-12,Camiseta 342,Casa,2079.93,2024-04,True
9011,766,127,1,1940.26,1940.26,2700,2025-08-02 02:08:50,shipped,Enzo da Cruz,Pires da Praia,ES,2022-03-09,Ração 120,Beleza,1849.67,2025-08,True
9012,1461,65,5,2863.39,14316.95,2688,2025-04-28 09:43:18,canceled,Ana Lívia Azevedo,da Luz,RO,2022-09-13,Mochila 878,Mercado,2788.97,2025-04,False
9013,64,148,1,17.56,17.56,2267,2025-12-27 11:24:36,delivered,Enzo Nunes,Rodrigues de Borges,MS,2021-08-15,Cafeteira 837,Moda,19.46,2025-12,True
9014,5636,46,2,863.59,1727.18,607,2025-04-05 09:36:43,pending,Dr. Arthur Lopes,Pereira,PA,2025-01-01,Cafeteira 165,Mercado,1764.61,2025-04,True
9015,8236,27,1,1652.55,1652.55,1842,2025-06-15 13:50:20,delivered,Luiz Fernando Leão,Melo de Nascimento,RR,2022-02-03,Fone 881,Casa,1656.49,2025-06,True
9016,4785,275,1,2570.71,2570.71,2069,2024-07-31 09:24:12,delivered,Luara Souza,Sales,ES,2022-08-21,Mochila 316,Casa,2573.26,2024-07,True
9017,6818,156,4,2507.68,10030.72,1616,2025-11-11 06:48:32,pending,Bento Souza,Teixeira,DF,2022-03-08,Sabonete 264,Brinquedos,2565.97,2025-11,True
9018,8088,122,1,112.18,112.18,816,2025-06-12 20:48:27,pending,Thales Macedo,Costa,RO,2021-08-10,Óculos 705,Livros,113.3,2025-06,True
9019,3862,134,4,3598.41,14393.64,1461,2024-03-05 12:58:21,pending,Giovanna Abreu,Porto,MG,2021-08-27,Liquidificador 239,Livros,3415.87,2024-03,True
9020,7471,100,3,3407.39,10222.17,2688,2025-07-27 02:49:52,shipped,Ana Lívia Azevedo,da Luz,RO,2022-09-13,Bicicleta 272,Eletrônicos,3235.6,2025-07,True
9021,6124,42,2,2609.4,5218.8,1450,2025-07-04 03:36:46,delivered,Luiza Rodrigues,Porto Paulista,SP,2021-06-24,Perfume 629,Mercado,2743.71,2025-07,True
9022,4305,165,4,1460.51,5842.04,1641,2025-02-27 09:36:45,pending,Esther Souza,Oliveira,MS,2021-02-21,Notebook 103,Livros,1505.21,2025-02,True
9023,8773,85,3,522.08,1566.24,392,2025-12-23 05:22:44,delivered,Nicolas Cirino,Vargas,RS,2022-05-10,Almofada 192,Moda,564.29,2025-12,True
9024,6629,235,4,565.77,2263.08,2078,2025-07-16 21:31:09,delivered,Vitória Gomes,Fogaça Grande,MG,2025-02-28,Coleira 292,Esporte,537.5,2025-07,True
9025,7979,19,3,2703.8,8111.4,1937,2024-01-03 02:11:53,pending,Calebe Cirino,Sousa de das Neves,RR,2025-03-30,Liquidificador 968,Eletrônicos,2967.04,2024-01,True
9026,1495,296,2,1470.18,2940.36,1038,2024-10-03 02:12:38,shipped,Sra. Aylla Marques,Rodrigues dos Dourados,PR,2024-12-16,Bicicleta 370,Esporte,1633.01,2024-10,True
9027,3710,195,3,1734.11,5202.33,913,2025-03-29 21:34:01,delivered,Samuel Barros,Porto de Araújo,MS,2021-02-12,Óculos 988,Esporte,1881.68,2025-03,True
9028,1659,285,3,2675.96,8027.88,1843,2025-06-02 05:53:46,delivered,Pedro Henrique Fogaça,Albuquerque da Prata,SE,2025-09-09,Webcam 528,Casa,2909.82,2025-06,True
9029,6076,50,5,2556.21,12781.05,621,2024-11-22 17:59:06,delivered,Clara Campos,Cavalcanti de Cavalcante,DF,2022-01-28,Mouse 790,Pet,2533.88,2024-11,True
9030,5093,153,5,247.78,1238.9,1509,2025-07-14 23:42:21,delivered,Benjamim Pires,Cardoso do Galho,RJ,2022-03-16,Jaqueta 562,Casa,271.88,2025-07,True
9031,128,206,5,2190.09,10950.45,2660,2024-01-07 20:06:46,paid,Lívia Mendonça,Duarte,SC,2021-01-22,Cafeteira 719,Brinquedos,2264.76,2024-01,True
9032,6045,129,3,619.09,1857.27,2691,2024-03-07 22:23:35,unknown,Ísis Freitas,Mendes de Minas,SE,2025-09-06,Monitor 834,Livros,633.45,2024-03,False
9033,5143,140,4,3038.02,12152.08,1081,2025-07-20 10:24:47,shipped,Maysa Silveira,Costela,RJ,2024-02-08,Smartphone 500,Pet,2979.89,2025-07,True
9034,7576,290,3,162.22,486.66,61,2024-10-25 04:59:18,paid,Enrico Sousa,Novaes de Santos,PA,2024-02-08,Bola 264,Esporte,152.33,2024-10,True
9035,1090,189,2,2957.39,5914.78,952,2025-10-10 12:32:59,canceled,João Miguel Costa,Aragão dos Dourados,RS,2025-02-13,Shampoo 433,Mercado,3000.34,2025-10,False
9036,744,126,1,201.97,201.97,1537,2025-05-01 15:00:31,delivered,Liz Borges,Caldeira,RO,2023-07-08,Livro 192,Eletrônicos,210.75,2025-05,True
9037,431,168,3,386.94,1160.82,2512,2025-09-19 06:17:16,delivered,Isis Ferreira,Mendes de Cassiano,PB,2024-11-27,Teclado 964,Informática,417.55,2025-09,True
9038,5855,13,1,2217.76,2217.76,325,2024-05-14 06:53:14,delivered,Maitê Nunes,Alves,AP,2021-01-25,Tênis 521,Casa,2162.02,2024-05,True
9039,9726,248,3,1235.73,3707.19,196,2024-12-14 08:31:09,canceled,Bruna Carvalho,Andrade,MA,2023-01-10,Coleira 327,Moda,1253.16,2024-12,False
9040,2422,88,1,2255.63,2255.63,180,2024-04-12 15:59:45,paid,Rafael da Rosa,Gomes,PR,2022-11-30,Panela 193,Casa,2493.38,2024-04,True
9041,3039,236,1,2616.88,2616.88,2946,2025-03-17 09:56:12,delivered,Bruna Vieira,Sá da Mata,GO,2021-08-23,Relógio 158,Beleza,2821.92,2025-03,True
9042,2852,154,2,80.25,160.5,2922,2024-07-29 05:38:02,paid,Gustavo Henrique Costa,da Rocha,PB,2023-06-29,Almofada 401,Eletrônicos,84.97,2024-07,True
9043,2252,13,3,2169.72,6509.16,1596,2024-05-20 07:58:45,shipped,Emanuella da Cunha,Martins da Mata,PB,2021-03-24,Tênis 521,Casa,2162.02,2024-05,True
9044,8972,44,3,3211.7,9635.1,808,2024-11-12 02:57:28,delivered,Rafaela Cavalcanti,Novais da Prata,PR,2024-10-31,Mochila 850,Esporte,3104.16,2024-11,True
9045,8390,238,4,102.79,411.16,1148,2024-07-23 14:16:19,pending,Enzo Gabriel Oliveira,Borges,PA,2022-04-26,Fone 838,Casa,103.71,2024-07,True
9046,3924,109,4,79.55,318.2,2125,2025-03-27 04:40:44,shipped,Apollo da Conceição,Andrade,GO,2024-06-18,Óculos 913,Mercado,83.06,2025-03,True
9047,7487,77,2,971.24,1942.48,2015,2024-03-23 19:18:58,shipped,Yan Siqueira,Sá do Norte,ES,2025-01-15,Bola 342,Casa,1031.49,2024-03,True
9048,3473,162,4,2313.95,9255.8,1565,2025-02-02 04:09:29,canceled,Pedro Miguel Aragão,Aragão,SP,2025-11-08,Suplemento 371,Sem categoria,2317.18,2025-02,False
9049,7641,36,3,2450.45,7351.35,695,2025-09-07 21:04:48,paid,Maysa Cirino,Vasconcelos da Praia,RN,2025-05-25,Carrinho 417,Moda,2449.89,2025-09,True
9050,9705,296,3,1632.15,4896.45,1437,2024-06-20 10:47:35,pending,Kaique Gomes,Dias,BA,2025-10-18,Bicicleta 370,Esporte,1633.01,2024-06,True
9051,5956,107,2,1548.08,3096.16,1977,2024-08-02 15:47:26,shipped,Gabriela Camargo,Abreu,BA,2025-09-05,Cafeteira 240,Brinquedos,1476.03,2024-08,True
9052,4045,165,3,1515.3,4545.9,473,2024-05-03 10:33:17,canceled,Bella da Rocha,Cidade não informada,TO,2022-10-26,Notebook 103,Livros,1505.21,2024-05,False
9053,9348,166,3,730.12,2190.36,882,2024-08-05 18:58:45,delivered,Pedro Lucas Siqueira,da Conceição,AP,2021-10-01,Liquidificador 591,Pet,710.87,2024-08,True
9054,1727,62,3,1906.58,5719.74,333,2025-09-03 12:25:59,delivered,João Vitor Gomes,da Cruz da Serra,TO,2025-09-15,Perfume 398,Beleza,1979.87,2025-09,True
9055,886,128,3,705.77,2117.31,632,2025-10-12 14:15:38,delivered,Davi Luiz da Rosa,Vasconcelos de Duarte,GO,2023-08-25,Smartphone 728,Livros,717.1,2025-10,True
9056,2084,123,3,1998.01,5994.03,122,2025-03-30 21:14:24,paid,Rebeca Novais,Sales,PR,2021-12-22,Webcam 681,Livros,1979.17,2025-03,True
9057,8857,121,5,1872.88,9364.4,1531,2025-04-25 18:54:23,paid,Carolina das Neves,Monteiro,SE,2025-02-19,Camiseta 342,Casa,2079.93,2025-04,True
9058,6626,151,1,372.78,372.78,165,2025-09-15 10:44:59,canceled,Dr. Rafael Duarte,Sampaio,ES,2022-05-29,Perfume 484,Mercado,368.48,2025-09,False
9059,1948,219,3,3114.97,9344.91,797,2024-11-04 02:32:43,pending,Vicente Montenegro,Cassiano do Campo,CE,2022-10-18,Camiseta 866,Esporte,2910.58,2024-11,True
9060,5944,154,1,89.02,89.02,2139,2024-10-26 18:26:22,delivered,Isabel Araújo,da Cunha de Jesus,MA,2024-07-22,Almofada 401,Eletrônicos,84.97,2024-10,True
9061,6254,291,5,3506.52,17532.6,120,2024-07-23 19:10:37,paid,Luiz Gustavo da Luz,da Mota Paulista,PI,2025-09-15,Livro 804,Beleza,3266.94,2024-07,True
9062,8141,99,3,155.55,466.65,2027,2025-05-27 12:21:48,paid,Dr. Joaquim da Rocha,Pereira,MG,2025-11-30,Sabonete 225,Livros,163.8,2025-05,True
9063,799,249,1,2802.36,2802.36,2354,2024-04-08 22:47:46,delivered,Giovanna Garcia,Machado,PB,2021-05-26,Mochila 530,Esporte,2761.5,2024-04,True
9064,275,168,5,455.66,2278.3,1484,2024-03-23 18:51:18,paid,Anthony Gabriel Peixoto,Pastor,SE,2023-02-09,Teclado 964,Informática,417.55,2024-03,True
9065,7013,280,2,1407.41,2814.82,1763,2024-03-11 04:12:03,shipped,Srta. Larissa Almeida,Castro da Serra,TO,2021-04-11,Notebook 526,Moda,1563.44,2024-03,True
9066,4724,294,3,2644.1,7932.3,1340,2025-04-05 22:38:09,shipped,Aurora Almeida,Castro,MG,2021-09-11,Livro 192,Casa,2731.65,2025-04,True
9067,5254,140,2,2888.83,5777.66,1595,2024-02-18 15:02:27,canceled,Antonella Teixeira,Peixoto da Prata,BA,2023-12-23,Smartphone 500,Pet,2979.89,2024-02,False
9068,7908,200,1,816.66,816.66,1165,2025-07-21 20:29:24,canceled,Pietra Sousa,Sá,SC,2021-07-08,Sabonete 807,Livros,842.96,2025-07,False
9069,8231,131,1,399.48,399.48,489,2024-02-09 09:01:43,delivered,Emanuella Novais,Mendonça,MA,2023-01-31,Carrinho 892,Casa,401.56,2024-02,True
9070,6495,284,5,2121.68,10608.4,1927,2024-06-03 16:58:53,pending,Luiz Gustavo Lopes,Cassiano,MG,2023-02-11,Fone 376,Mercado,2185.45,2024-06,True
9071,889,121,3,2250.42,6751.26,686,2024-06-12 18:39:16,delivered,Ana Vitória Silveira,da Cunha,RS,2025-02-23,Camiseta 342,Casa,2079.93,2024-06,True
9072,3886,51,3,179.39,538.17,196,2024-09-09 01:20:58,delivered,Bruna Carvalho,Andrade,MA,2023-01-10,Jaqueta 102,Mercado,168.47,2024-09,True
9073,2987,158,4,135.29,541.16,804,2025-02-18 21:56:46,delivered,Srta. Stephany Campos,Garcia,RS,2021-08-22,Ração 821,Informática,123.01,2025-02,True
9074,8035,186,1,2140.48,2140.48,2361,2024-10-18 23:47:08,canceled,Pedro Henrique Rezende,da Conceição de Minas,RS,2022-04-09,Bola 942,Beleza,2200.88,2024-10,False
9075,2907,64,5,2942.88,14714.4,410,2025-04-02 07:21:09,delivered,Rael Freitas,Nascimento,SC,2023-05-18,Carrinho 891,Informática,1764.61,2025-04,True
9076,3297,174,4,489.75,1959.0,2523,2025-06-03 05:41:08,canceled,Ana Júlia Costa,Fernandes,PI,2025-09-14,Cafeteira 163,Pet,541.69,2025-06,False
9077,8912,295,2,2145.06,4290.12,2058,2025-10-23 08:18:12,shipped,Brenda Moraes,da Costa,DF,2025-06-21,Teclado 362,Moda,2260.51,2025-10,True
9078,1682,154,1,77.08,77.08,470,2024-03-18 03:42:47,delivered,Bianca Albuquerque,da Luz,ES,2024-12-15,Almofada 401,Eletrônicos,84.97,2024-03,True
9079,4884,15,5,2440.76,12203.8,1480,2024-11-11 08:10:39,delivered,Ana Júlia da Rocha,Guerra do Campo,RN,2021-09-20,Monitor 703,Moda,2559.08,2024-11,True
9080,4714,267,4,2208.77,8835.08,1971,2025-12-22 02:48:50,delivered,Alana Martins,Aragão de Barros,AL,2025-09-15,Smartphone 331,Beleza,2431.93,2025-12,True
9081,3074,14,3,3073.46,9220.38,102,2024-09-10 15:09:24,delivered,Yasmin Alves,Pastor Verde,RO,2024-05-25,Bicicleta 188,Beleza,3139.63,2024-09,True
9082,6931,297,4,143.71,574.84,666,2025-04-05 04:48:41,delivered,Mariane Guerra,Mendes das Flores,AC,2023-04-20,Mouse 995,Casa,152.46,2025-04,True
9083,3234,224,3,3454.5,10363.5,1543,2024-08-14 05:04:55,shipped,Davi Lucca Costela,Lopes do Amparo,CE,2023-11-13,Smartphone 585,Eletrônicos,3191.63,2024-08,True
9084,883,64,3,2672.88,8018.64,968,2025-01-11 15:32:10,paid,Kamilly Cassiano,Caldeira,BA,2025-01-09,Carrinho 891,Informática,1764.61,2025-01,True
9085,3116,166,5,709.87,3549.35,1730,2024-10-02 05:53:38,paid,Lorena Sampaio,Câmara,MT,2023-09-25,Liquidificador 591,Pet,710.87,2024-10,True
9086,5513,21,3,1314.26,3942.78,2878,2024-07-08 22:12:18,delivered,Evelyn Moura,Ferreira Grande,MG,2022-06-07,Caderno 865,Sem categoria,1380.25,2024-07,True
9087,3051,99,2,161.06,322.12,733,2024-12-10 17:11:36,delivered,Erick Sousa,Garcia,AL,2022-07-30,Sabonete 225,Livros,163.8,2024-12,True
9088,3468,99,1,150.06,150.06,2823,2025-04-24 10:12:31,paid,José Leão,Mendonça,MT,2021-09-21,Sabonete 225,Livros,163.8,2025-04,True
9089,768,80,5,507.56,2537.8,860,2024-09-06 05:38:37,paid,Maria Laura da Mata,Vasconcelos de Fonseca,SC,2024-10-05,Jaqueta 307,Moda,489.35,2024-09,True
9090,667,64,2,2510.98,5021.96,1694,2024-09-08 05:44:55,delivered,Otto Santos,Cirino de Macedo,MS,2022-09-12,Carrinho 891,Informática,1764.61,2024-09,True
9091,3133,278,5,183.93,919.65,2152,2025-03-26 08:46:52,delivered,Dom Melo,Abreu,MA,2023-06-04,Cafeteira 738,Mercado,184.33,2025-03,True
9092,7310,14,4,3383.38,13533.52,2509,2025-01-17 23:15:36,delivered,Benjamin Gomes,Câmara,SP,2021-09-03,Bicicleta 188,Beleza,3139.63,2025-01,True
9093,8463,287,1,393.14,393.14,986,2024-08-03 20:08:56,paid,Srta. Ayla Camargo,Porto de Fonseca,AP,2021-08-21,Liquidificador 903,Moda,385.33,2024-08,True
9094,9044,293,4,2093.05,8372.2,1640,2025-05-27 05:11:27,paid,Caio Camargo,Fernandes,SC,2025-07-24,Teclado 955,Moda,2015.92,2025-05,True
9095,6821,6,4,1544.32,6177.28,1879,2024-01-31 08:35:17,shipped,Elisa Cirino,Albuquerque da Serra,RO,2021-05-22,Luminária 980,Moda,1486.76,2024-01,True
9096,8308,221,3,3384.05,10152.15,1477,2025-07-15 05:42:37,delivered,Camila Barros,Andrade,MG,2024-10-31,Camiseta 898,Pet,3377.74,2025-07,True
9097,1449,103,4,1054.23,4216.92,2399,2024-06-13 23:21:04,delivered,Sra. Agatha Barbosa,Santos da Prata,RO,2022-10-11,Suplemento 381,Casa,990.29,2024-06,True
9098,8896,165,2,1364.47,2728.94,1374,2024-07-10 03:09:36,paid,Sra. Maria Vitória Rocha,Vieira do Amparo,SE,2022-06-30,Notebook 103,Livros,1505.21,2024-07,True
9099,1082,116,2,948.88,1897.76,316,2024-03-25 22:42:35,paid,Pietra Moura,Vargas das Pedras,TO,2021-08-02,Jaqueta 202,Casa,878.78,2024-03,True
9100,4808,252,5,3068.04,15340.2,2377,2024-06-14 18:20:08,delivered,Antonella Souza,Silva,MG,2025-07-05,Coleira 694,Pet,3305.89,2024-06,True
9101,4415,23,1,375.94,375.94,772,2025-07-10 06:58:15,pending,Ana Pacheco,Vargas Verde,DF,2025-03-08,Jaqueta 495,Informática,407.91,2025-07,True
9102,9764,185,2,3324.17,6648.34,2749,2025-08-15 09:36:10,pending,Clarice da Rocha,Lopes,GO,2021-11-21,Notebook 180,Brinquedos,3459.16,2025-08,True
9103,8466,144,5,3353.73,16768.65,902,2024-07-27 16:16:34,delivered,Ester Nogueira,Duarte dos Dourados,GO,2025-09-03,Teclado 455,Beleza,3438.59,2024-07,True
9104,4018,267,5,2317.73,11588.65,2203,2024-02-10 17:27:50,delivered,José Silveira,Peixoto Alegre,PR,2023-08-12,Smartphone 331,Beleza,2431.93,2024-02,True
9105,5187,145,2,2360.54,4721.08,1833,2025-08-29 00:47:19,paid,Marina Costa,Farias de Minas,MT,2025-11-22,Camiseta 941,Moda,2485.75,2025-08,True
9106,6022,250,5,1923.3,9616.5,1504,2025-01-20 23:43:31,delivered,Lucca Costela,Marques de Goiás,MS,2023-02-22,Panela 366,Livros,2055.71,2025-01,True
9107,5510,7,2,746.28,1492.56,309,2025-05-12 09:07:45,shipped,Laura Sales,Costa de Campos,BA,2021-08-16,Monitor 172,Informática,812.88,2025-05,True
9108,9357,189,4,3013.06,12052.24,1046,2024-04-12 22:15:05,delivered,Dra. Marina Viana,Nunes Alegre,PI,2024-08-11,Shampoo 433,Mercado,3000.34,2024-04,True
9109,578,79,2,1709.24,3418.48,184,2025-12-18 20:34:58,delivered,Luiz Gustavo Câmara,Pinto,GO,2025-09-17,Luminária 425,Livros,1592.86,2025-12,True
9110,579,94,2,753.45,1506.9,818,2025-06-16 08:01:19,shipped,Stella Sampaio,Pimenta,CE,2023-04-02,Luminária 233,Beleza,705.49,2025-06,True
9111,9967,6,2,1371.28,2742.56,1464,2025-05-09 03:13:27,paid,José Pedro Nunes,Moreira,SC,2024-04-09,Luminária 980,Moda,1486.76,2025-05,True
9112,6532,195,1,1940.54,1940.54,33,2025-11-25 13:23:54,delivered,Brayan Santos,da Conceição,AP,2021-11-14,Óculos 988,Esporte,1881.68,2025-11,True
9113,8315,57,3,1761.5,5284.5,2419,2024-06-14 22:28:18,delivered,Maysa Marques,Guerra,TO,2023-03-24,Carrinho 222,Livros,1764.61,2024-06,True
9114,5956,166,3,737.83,2213.49,1977,2024-08-02 15:47:26,shipped,Gabriela Camargo,Abreu,BA,2025-09-05,Liquidificador 591,Pet,710.87,2024-08,True
9115,8912,26,1,1248.68,1248.68,2058,2025-10-23 08:18:12,shipped,Brenda Moraes,da Costa,DF,2025-06-21,Almofada 530,Pet,1288.46,2025-10,True
9116,6176,239,1,3396.81,3396.81,1371,2025-12-18 07:50:23,canceled,Maya Almeida,da Paz,SC,2021-01-25,Livro 365,Esporte,3175.59,2025-12,False
9117,6870,155,2,1123.99,2247.98,2805,2025-09-02 02:10:22,shipped,Aurora Aparecida,das Neves,MT,2024-02-11,Cafeteira 175,Moda,1764.61,2025-09,True
9118,6749,152,4,2554.2,10216.8,672,2025-09-30 23:01:37,delivered,Maitê Lopes,Fernandes,PR,2023-09-29,Livro 766,Pet,2657.48,2025-09,True
9119,51,245,3,373.77,1121.31,1196,2025-03-01 09:41:32,delivered,Cecilia Pastor,Casa Grande,DF,2021-03-22,Boneca 400,Casa,355.15,2025-03,True
9120,8213,46,1,854.41,854.41,2103,2025-08-24 10:57:12,delivered,Aurora Moreira,Abreu,PA,2023-04-23,Cafeteira 165,Mercado,1764.61,2025-08,True
9121,2928,28,4,2116.26,8465.04,2903,2025-12-21 08:13:02,delivered,Luan Vargas,Nunes Alegre,AC,2021-09-28,Relógio 117,Moda,2061.96,2025-12,True
9122,3325,142,3,2297.1,6891.3,2652,2024-08-01 13:27:57,delivered,Sr. Lorenzo Sousa,Jesus da Serra,RJ,2023-02-22,Panela 326,Pet,2244.17,2024-08,True
9123,8620,245,5,338.01,1690.05,2269,2025-12-03 00:43:24,delivered,Sr. Erick Melo,Duarte,BA,2024-08-09,Boneca 400,Casa,355.15,2025-12,True
9124,4357,184,2,747.62,1495.24,312,2024-08-05 11:10:51,shipped,Kaique Castro,Vieira,MS,2025-04-21,Camiseta 927,Beleza,686.65,2024-08,True
9125,5551,191,2,1707.63,3415.26,668,2024-06-12 03:38:31,delivered,Esther Almeida,Pires,SC,2025-02-11,Webcam 701,Pet,1836.13,2024-06,True
9126,9572,47,1,1583.15,1583.15,381,2024-11-21 02:05:45,shipped,Sr. Henry Carvalho,Cassiano de Marques,SC,2022-04-26,Carrinho 608,Moda,1601.36,2024-11,True
9127,3783,4,4,1775.15,7100.6,2118,2025-03-24 07:10:28,canceled,Brenda Pimenta,Cardoso da Prata,AC,2023-10-24,Monitor 331,Pet,1825.26,2025-03,False
9128,6719,90,3,3808.34,11425.02,2929,2025-12-23 11:28:34,delivered,Vitória Pastor,Machado da Serra,TO,2024-07-02,Liquidificador 939,Esporte,3467.51,2025-12,True
